;document_id;courier_id;year;record_number;pages;catalogue_title;authors;filename;document_name;n_raw_tokens
1995;1995;62384;1964;62383;[46];UNESCO Courier Index: 1964;;1964_062384_62383.txt;1964_062384_62383;1394
1996;1996;62393;1964;61362;[4, 5, 6, 7, 8, 9];Sport is education;UNESCO. Director-General, 1962-1974 (Maheu, R.);1964_062393_61362.txt;1964_062393_61362;2574
1997;1997;62393;1964;61364;[10, 11, 12, 13, 14, 15, 16, 17];What makes the athlete run?;Bannister, Roger G.;1964_062393_61364.txt;1964_062393_61364;4105
1998;1998;62393;1964;61366;[20, 21, 22, 23, 24];Etchcraft on celluloid;MacDermot, Anne;1964_062393_61366.txt;1964_062393_61366;1842
1999;1999;62393;1964;61368;[24, 25, 26, 27];Countdown for space flight;Dyomin, Vladimir|Aksenov, Evgeny P.|Grebenikov, Evgeny;1964_062393_61368.txt;1964_062393_61368;3002
2000;2000;62393;1964;61370;[28, 29, 30, 31, 32];New tools to map our hidden mineral wealth;Bruckshaw, J.M.;1964_062393_61370.txt;1964_062393_61370;2340
2001;2001;62906;1964;61489;[4];Tuberculosis: still 3 million deaths a year;;1964_062906_61489.txt;1964_062906_61489;254
2002;2002;62906;1964;61490;[5, 6, 7, 8];The Battle of Tunisia;;1964_062906_61490.txt;1964_062906_61490;1994
2003;2003;62906;1964;61491;[7, 8, 9, 10];March 24, 1882: a momentous look into the microscope;;1964_062906_61491.txt;1964_062906_61491;1116
2004;2004;62906;1964;61493;[10, 11, 13];Birth of a new vaccine: bacillus Calmette Guérin;;1964_062906_61493.txt;1964_062906_61493;1079
2005;2005;62906;1964;61494;[16, 17, 18, 19, 20];Maria Montessori: a vision of mankind transformed;Remiddi, Maria;1964_062906_61494.txt;1964_062906_61494;2258
2006;2006;62906;1964;61519;[21, 22, 23];The Silent music of the earth;Thompson, May Hall;1964_062906_61519.txt;1964_062906_61519;1268
2007;2007;62906;1964;61520;[24, 25];Pantheon of Greek gods and heroes;;1964_062906_61520.txt;1964_062906_61520;350
2008;2008;62906;1964;61521;[26, 27, 28, 29, 30, 31];"The Day the river spoke; a short story";Nair, Kamala;1964_062906_61521.txt;1964_062906_61521;3875
2009;2009;62906;1964;62905;[12, 13];Resurrection of the Eskimoes;;1964_062906_62905.txt;1964_062906_62905;218
2010;2010;62906;1964;63196;[14, 15];"Super-bacilli'; a new challenge to medicine";;1964_062906_63196.txt;1964_062906_63196;1132
2011;2011;31600;1965;31779;[9, 10, 12, 32];Words under a mask;Fersh, Seymour;1965_031600_31779.txt;1965_031600_31779;2684
2012;2012;31600;1965;32062;[13, 14];World population to double by end of century;United Nations. Dept of Economic and Social Affairs;1965_031600_32062.txt;1965_031600_32062;1322
2013;2013;31600;1965;32721;[15, 16, 17, 18, 19, 20, 21];Sanctuaries astride frontiers;Bourlière, François;1965_031600_32721.txt;1965_031600_32721;2797
2014;2014;31600;1965;32976;[22, 23, 24, 25, 26];What TV is doing to our children;Schramm, Wilbur;1965_031600_32976.txt;1965_031600_32976;4048
2015;2015;31600;1965;33009;[27, 28, 29, 30, 31];Ambassadors of art and history;Wenger, Otto Paul;1965_031600_33009.txt;1965_031600_33009;2419
2016;2016;31600;1965;380052;[5, 6, 7, 8, 32];Science and the common man;Calder, Ritchie;1965_031600_380052.txt;1965_031600_380052;3951
2017;2017;60487;1965;60433;[4, 5, 6, 7, 8, 9];Telecommunications: 1865-1965, a century of international cooperation;;1965_060487_60433.txt;1965_060487_60433;2285
2018;2018;60487;1965;60453;[10, 11, 12, 13];From telephone to telly-phone: echoes from the astonishing world of telecommunications;;1965_060487_60453.txt;1965_060487_60453;1234
2019;2019;60487;1965;60474;[14, 15, 16, 17, 33];Engineers in the new India;Javoronkov, Vadim A.;1965_060487_60474.txt;1965_060487_60474;1903
2020;2020;60487;1965;60476;[18, 19, 20, 21, 22, 23];Caravaggio: the rehabilitation of a long-disdained genius;;1965_060487_60476.txt;1965_060487_60476;1202
2021;2021;60487;1965;60478;[24];The Ancient world;;1965_060487_60478.txt;1965_060487_60478;636
2022;2022;60487;1965;60479;[25, 26, 27];Ancestors of the ball-point pen;Pareti, Luigi;1965_060487_60479.txt;1965_060487_60479;2094
2023;2023;60487;1965;60480;[28, 29];The Wooden Ox', the world's first wheelbarrow;Petech, Luciano;1965_060487_60480.txt;1965_060487_60480;1247
2024;2024;60487;1965;60486;[30, 31, 32, 33];The Birth of functional architecture: town planning and housing in ancient Rome;Frederiksen, M.W.;1965_060487_60486.txt;1965_060487_60486;983
2025;2025;60487;1965;190683;[34, 35, 36];Conversations on an Indian campus;Behrman, Daniel;1965_060487_190683.txt;1965_060487_190683;1583
2026;2026;60488;1965;60489;[12, 13, 14, 15, 16, 17];The Great Asian highway;Ahmad, M.S.;1965_060488_60489.txt;1965_060488_60489;2483
2027;2027;60488;1965;60491;[18, 19, 20, 21];The Stones of Jaipur speak of astronomy;;1965_060488_60491.txt;1965_060488_60491;867
2028;2028;60488;1965;60492;[22, 23, 24, 25, 26];Mohenjo-Daro: a 5,000-year old heritage menaced by destruction;Plenderleith, Harold J.|Beaufort, C.C. Theodoor de|Voûte, Caesar;1965_060488_60492.txt;1965_060488_60492;1657
2029;2029;60488;1965;60496;[27, 28, 29, 30, 31];City of the dead: the mystery of Mohenjo-daro;Brion, Marcel;1965_060488_60496.txt;1965_060488_60496;3038
2030;2030;60488;1965;380053;[4, 5, 6, 7, 8, 9, 10, 11];My first steps in space;Leonov, Aleksei;1965_060488_380053.txt;1965_060488_380053;3149
2031;2031;60510;1965;60512;[8, 9, 10, 11, 12, 13, 14, 15, 16];An Explosion of vitality;François, Pierre;1965_060510_60512.txt;1965_060510_60512;6414
2032;2032;60510;1965;60514;[17, 18, 19, 20, 21];Operation 'community service';Barclay, Eduardo;1965_060510_60514.txt;1965_060510_60514;1798
2033;2033;60510;1965;60517;[22, 23, 24, 25];One winner, two victories: the first International Fair Play Trophy;;1965_060510_60517.txt;1965_060510_60517;574
2034;2034;60510;1965;60520;[26, 27, 28, 29];In the grown-up world of teen-agers;;1965_060510_60520.txt;1965_060510_60520;1080
2035;2035;60510;1965;60521;[30, 31];Daring lifesavers of the surf;;1965_060510_60521.txt;1965_060510_60521;457
2036;2036;60510;1965;60522;[32, 33, 34, 35, 36, 37, 38, 39];A Poetic world fashioned on the weaver's loom;Wassef, Rameses Wissa;1965_060510_60522.txt;1965_060510_60522;2377
2037;2037;60510;1965;60524;[40, 41, 42, 43, 44, 45, 46, 47];Science: thrills of exploration, excitement of discovery;Wattier, Francis L.;1965_060510_60524.txt;1965_060510_60524;2403
2038;2038;60510;1965;60527;[51, 52];More than 1,000 million under-25's;Deleon, Asher;1965_060510_60527.txt;1965_060510_60527;1364
2039;2039;60510;1965;60528;[52, 53, 68];One camp, three nations, many friends;Rose, Margaret;1965_060510_60528.txt;1965_060510_60528;1685
2040;2040;60510;1965;60541;[54, 55, 56];The Hospital that Jack and Jill built;;1965_060510_60541.txt;1965_060510_60541;281
2041;2041;60510;1965;60542;[57, 58, 59];20,000 volunteer workers for progress and friendship;Gillette, Arthur Lavery;1965_060510_60542.txt;1965_060510_60542;2003
2042;2042;60510;1965;60544;[62, 63, 64, 65];A Generation of builders;Kotler, Yuri;1965_060510_60544.txt;1965_060510_60544;2012
2043;2043;60510;1965;60546;[66, 67];UNESCO and youth;;1965_060510_60546.txt;1965_060510_60546;1319
2044;2044;60510;1965;380054;[5, 6, 7];Youth with a purpose;Maheu, René;1965_060510_380054.txt;1965_060510_380054;1787
2045;2045;60619;1965;60621;[11, 12, 13, 14];Wanted: a new dialogue between authors and readers;Escarpit, Robert;1965_060619_60621.txt;1965_060619_60621;2569
2046;2046;60619;1965;60625;[15, 16];Two-thirds of world's books produced by twelve countries;;1965_060619_60625.txt;1965_060619_60625;1564
2047;2047;60619;1965;60627;[17];The Growth of the Hispanic book market;;1965_060619_60627.txt;1965_060619_60627;688
2048;2048;60619;1965;60628;[18, 19, 20];Books printed with a camera;;1965_060619_60628.txt;1965_060619_60628;537
2049;2049;60619;1965;60630;[21, 22];UNESCO and the world of books;Behrstock, Julian;1965_060619_60630.txt;1965_060619_60630;1883
2050;2050;60619;1965;60631;[23, 24, 25, 26, 27];The Dilemmas of publishing in South-East Asia;Prakash, Om;1965_060619_60631.txt;1965_060619_60631;2659
2051;2051;60619;1965;60633;[28, 29, 30, 31];"A Continent in quest of a publishing industry; a UNESCO survey in Africa";Fyle, Clifford Nelson;1965_060619_60633.txt;1965_060619_60633;2552
2052;2052;60619;1965;380055;[4, 5, 6, 7, 8, 9, 10];The revolution in books;Escarpit, Robert;1965_060619_380055.txt;1965_060619_380055;3893
2053;2053;78208;1965;33077;[2];1965: International Co-operation Year;;1965_078208_33077.txt;1965_078208_33077;510
2054;2054;78208;1965;33174;[4, 5, 6, 7, 8, 32];The International prospects of science;Sissakian, Norajr Martirosovich;1965_078208_33174.txt;1965_078208_33174;3877
2055;2055;78208;1965;33226;[8, 9];Educational progress around the world;;1965_078208_33226.txt;1965_078208_33226;940
2056;2056;78208;1965;33280;[10, 11, 12, 13, 14, 15, 16];New world of teaching machines, or Brave new teaching machines?;Morello, Ted;1965_078208_33280.txt;1965_078208_33280;3898
2057;2057;78208;1965;60300;[17, 18, 19, 20, 21, 22];Science and the common man, pt. 2;Calder, Ritchie;1965_078208_60300.txt;1965_078208_60300;3715
2058;2058;78208;1965;60301;[25, 26, 27];Geneva: world headquarters in the fight against smallpox;;1965_078208_60301.txt;1965_078208_60301;2522
2059;2059;78208;1965;60302;[28, 29, 30, 31];Edward Jenner, the father of vaccination;;1965_078208_60302.txt;1965_078208_60302;2812
2060;2060;78210;1965;60634;[4, 5, 6, 7, 8, 9, 30, 31, 32, 33, 34];"Turning point; the United Nations Development Decade is 5 years old; how has it fared? U Thant gives a frank answer";United Nations. Secretary-General, 1961-1971 (Thant);1965_078210_60634.txt;1965_078210_60634;9754
2061;2061;78210;1965;60635;[10];New strategy for development;UNESCO. Director-General, 1962-1974 (Maheu, R.);1965_078210_60635.txt;1965_078210_60635;363
2062;2062;78210;1965;60636;[12, 13, 14, 16, 17];Technical co-operation in a world of change;Owen, David;1965_078210_60636.txt;1965_078210_60636;2981
2063;2063;78210;1965;60637;[20, 21, 22, 23, 24];The Great revolution;Lippmann, Walter;1965_078210_60637.txt;1965_078210_60637;3272
2064;2064;78210;1965;60638;[24, 25, 26];Science, a new social force;Millionshchikov, Mikhail;1965_078210_60638.txt;1965_078210_60638;1627
2065;2065;78210;1965;60639;[27, 28, 29];UNESCO metamorphosis;;1965_078210_60639.txt;1965_078210_60639;2273
2066;2066;78211;1965;60652;[4, 5, 6, 10];Thief-proofing our art museums;LeBlanc, Richard;1965_078211_60652.txt;1965_078211_60652;2871
2067;2067;78211;1965;60653;[8, 9];Interpol theft warnings alert police in 95 countries;;1965_078211_60653.txt;1965_078211_60653;509
2068;2068;78211;1965;60654;[11, 12, 13];Mona Lisa: V.I.P. protection par excellence;;1965_078211_60654.txt;1965_078211_60654;608
2069;2069;78211;1965;60656;[14, 15];57 oil paintings lost in a single robbery;;1965_078211_60656.txt;1965_078211_60656;256
2070;2070;78211;1965;60660;[16, 17];Havoc wrought by vandals;;1965_078211_60660.txt;1965_078211_60660;411
2071;2071;78211;1965;60661;[18, 19, 20, 21, 22, 23, 30];Confronting the irascible Irazu;Tazieff, Haroun;1965_078211_60661.txt;1965_078211_60661;2460
2072;2072;78211;1965;60662;[24, 25, 26, 27, 28, 29];Dismantling Abu Simbel;Christophe, Louis A.;1965_078211_60662.txt;1965_078211_60662;1849
2073;2073;78211;1965;60663;[30, 31];World congress spurs fight against illiteracy;;1965_078211_60663.txt;1965_078211_60663;907
2074;2074;78423;1965;60308;[4, 5, 6, 7];Biology looks at race;Debetz, Georghi F.;1965_078423_60308.txt;1965_078423_60308;2340
2075;2075;78423;1965;60434;[12, 13, 14, 15];The Future of 'homo sapiens': a biologist's view;Hiernaux, Jean;1965_078423_60434.txt;1965_078423_60434;2547
2076;2076;78423;1965;60435;[16, 17, 18, 19];Johann Gregor Mendel;Rostand, Jean;1965_078423_60435.txt;1965_078423_60435;2129
2077;2077;78423;1965;60436;[20, 21, 22, 23, 24, 25, 26, 27, 28];Apartheid in South Africa;United Nations;1965_078423_60436.txt;1965_078423_60436;5888
2078;2078;78423;1965;60437;[29, 30, 31, 32, 33];It is still not too late...;United Nations;1965_078423_60437.txt;1965_078423_60437;3510
2079;2079;78423;1965;61445;[8, 9, 10, 11];Biological aspects of race, a document of paramount importance;;1965_078423_61445.txt;1965_078423_61445;1368
2080;2080;78424;1965;60665;[4, 5, 6, 7, 8, 9, 39, 40];The Step to man;Platt, John R.;1965_078424_60665.txt;1965_078424_60665;7464
2081;2081;78424;1965;60666;[10, 11, 12, 13, 14, 15];Africa;Leiris, Michel;1965_078424_60666.txt;1965_078424_60666;1675
2082;2082;78424;1965;60671;[16, 17, 18];Oceania;Girard, Françoise;1965_078424_60671.txt;1965_078424_60671;1183
2083;2083;78424;1965;60673;[27, 28, 29, 30];Pre-Columbian America;Lehmann, Henri;1965_078424_60673.txt;1965_078424_60673;2533
2084;2084;78424;1965;60676;[31, 32, 33, 34, 35];Masterpieces of ancient Mexico;;1965_078424_60676.txt;1965_078424_60676;946
2085;2085;78424;1965;60677;[36, 37, 38];The Gulf stream of the Pacific;Fedorov, Konstantin Nikolayevich;1965_078424_60677.txt;1965_078424_60677;2221
2086;2086;78451;1965;27375;[4, 5, 6];Monuments in peril: a world campaign to protect our cultural heritage;;1965_078451_27375.txt;1965_078451_27375;2456
2087;2087;78451;1965;27631;[7, 8, 9, 10];The New science of art conservation;Plenderleith, Harold J.;1965_078451_27631.txt;1965_078451_27631;2533
2088;2088;78451;1965;27680;[11, 12, 13];Venice, a sinking city;Gazzola, Piero;1965_078451_27680.txt;1965_078451_27680;1085
2089;2089;78451;1965;27983;[14, 15, 16, 17];The Care of old paintings;;1965_078451_27983.txt;1965_078451_27983;708
2090;2090;78451;1965;28446;[18, 19, 20, 21, 22, 23];Aphrodite's city resuscitated;;1965_078451_28446.txt;1965_078451_28446;971
2091;2091;78451;1965;29136;[24, 25];Map of UNESCO conservation missions;;1965_078451_29136.txt;1965_078451_29136;1113
2092;2092;78451;1965;29642;[26, 27, 30, 32];Stones also die;Sneyers, R.V.;1965_078451_29642.txt;1965_078451_29642;2818
2093;2093;78451;1965;29927;[33, 34, 35, 36];The Menace of the bulldozers;Brew, John O.;1965_078451_29927.txt;1965_078451_29927;2851
2094;2094;78451;1965;30446;[28, 29];Angkor before and after;;1965_078451_30446.txt;1965_078451_30446;310
2095;2095;78451;1965;30766;[37];To the young people of the world: a message from René Maheu, Director-General of UNESCO for the New Year 1965;UNESCO. Director-General, 1962-1974 (Maheu, R.);1965_078451_30766.txt;1965_078451_30766;602
2096;2096;12656;1966;13356;[7, 8];Señorita Luciana, teacher in the High Andes;;1966_012656_13356.txt;1966_012656_13356;466
2097;2097;12656;1966;14257;[11, 12, 13, 14, 15, 32];"Ungathered harvests in the ocean; man's vast potential food reserve";Laing, Mack;1966_012656_14257.txt;1966_012656_14257;3849
2098;2098;12656;1966;15043;[16, 17, 18, 19, 20, 21];Bronze miniatures from ancient Sardinia;Borio, Antonio;1966_012656_15043.txt;1966_012656_15043;1823
2099;2099;12656;1966;15498;[22, 23, 24, 25, 26, 27, 28];The Years of the quiet sun;Pushkov, Nicolai|Silkin, Boris;1966_012656_15498.txt;1966_012656_15498;3990
2100;2100;12656;1966;16256;[29, 30, 31];United Nations Day, 1966: the world's refugees;Zarjevski, Yefime;1966_012656_16256.txt;1966_012656_16256;1924
2101;2101;12656;1966;380056;[5, 6, 9, 10];A fair deal for the teacher;Thomas, Jean;1966_012656_380056.txt;1966_012656_380056;3276
2102;2102;14256;1966;9902;[4, 5, 6, 7, 10];Messages to the stars;Mercer, D.M.A.;1966_014256_9902.txt;1966_014256_9902;3513
2103;2103;14256;1966;11936;[8, 9];Distant galaxies caught in a steel mesh;;1966_014256_11936.txt;1966_014256_11936;484
2104;2104;14256;1966;12625;[11, 12, 13, 14, 15];New patterns of transport for Africa;Owens, W.H.;1966_014256_12625.txt;1966_014256_12625;2117
2105;2105;14256;1966;13327;[16, 17, 18, 19, 20, 21];Dante: the primacy of poetry;Ehrenburg, Ilya;1966_014256_13327.txt;1966_014256_13327;3027
2106;2106;14256;1966;15029;[27, 28, 29, 30];Beauty and the beast: man through his art;Bentley, Pauline;1966_014256_15029.txt;1966_014256_15029;1218
2107;2107;14256;1966;380057;[22, 23, 24, 25, 26, 31];The roots of peace;Röling, Bert V. A. ;1966_014256_380057.txt;1966_014256_380057;4601
2108;2108;15480;1966;16116;[10, 11, 12, 13, 14, 15];To be or not to be: that will be the question;Sen, Binay Ranjan;1966_015480_16116.txt;1966_015480_16116;3009
2109;2109;15480;1966;16609;[16, 17, 18, 19];Tales of many cities;;1966_015480_16609.txt;1966_015480_16609;1445
2110;2110;15480;1966;16924;[21, 22, 23];The World is heading for a collision;Myrdal, Gunnar;1966_015480_16924.txt;1966_015480_16924;1947
2111;2111;15480;1966;17518;[24, 25, 26];Hong Kong, a thirsty city;Owens, W.H.;1966_015480_17518.txt;1966_015480_17518;1452
2112;2112;15480;1966;18411;[27, 28, 29];Our pint-size ancestors;Vlastovsky, Vladimir;1966_015480_18411.txt;1966_015480_18411;1475
2113;2113;15480;1966;18868;[30];To all young people twenty years old: a message from René Maheu, Director-General of UNESCO, for the New Year 1966;UNESCO. Director-General, 1962-1974 (Maheu, R.);1966_015480_18868.txt;1966_015480_18868;698
2114;2114;15480;1966;18951;[31];U.N. Charter for youth;;1966_015480_18951.txt;1966_015480_18951;750
2115;2115;15480;1966;78361;[4, 5, 6, 7, 8, 9];Our shrinking planet;Valters, Eric N.;1966_015480_78361.txt;1966_015480_78361;3409
2116;2116;15480;1966;189999;[12];An Equilibrium or else...;Toynbee, Arnold Joseph;1966_015480_189999.txt;1966_015480_189999;401
2117;2117;16653;1966;16925;[12, 13, 14, 15, 31];The Controversy on continental drift;Behrman, Daniel;1966_016653_16925.txt;1966_016653_16925;2376
2118;2118;16653;1966;17602;[20, 21, 22, 23, 24];New ways to explore the planets;Pickering, William H.;1966_016653_17602.txt;1966_016653_17602;2462
2119;2119;16653;1966;18425;[25, 26, 27];Soseki, the most popular writer in Japan;;1966_016653_18425.txt;1966_016653_18425;1797
2120;2120;16653;1966;18915;[28, 29, 30];Rustaveli and 'The Knight in the tiger's skin';Abashidze, Irakle;1966_016653_18915.txt;1966_016653_18915;2047
2121;2121;16653;1966;18953;[30, 31];A Statement by eleven distinguished geophysicists;;1966_016653_18953.txt;1966_016653_18953;633
2122;2122;16653;1966;21782;[15, 16, 17, 18, 19];Diving saucers and sea-going laboratories;;1966_016653_21782.txt;1966_016653_21782;1261
2123;2123;16653;1966;380058;[4, 5, 6, 7, 8, 9, 10, 11];Ayutya:,Venice of south asia;Jumsai na Ayutya, Sumet ;1966_016653_380058.txt;1966_016653_380058;3043
2124;2124;20805;1966;19236;[4, 5, 6, 7, 8, 9, 10, 11];Television for the pre-school child;Cassirer, Henry R.;1966_020805_19236.txt;1966_020805_19236;4786
2125;2125;20805;1966;19865;[12, 13, 14, 15, 16];Reading habits and book publishing in Asia;Insha, Ibne;1966_020805_19865.txt;1966_020805_19865;3188
2126;2126;20805;1966;20892;[24, 25, 26, 27, 28, 29];The World of the communications satellite;Clarke, Arthur C.;1966_020805_20892.txt;1966_020805_20892;3294
2127;2127;20805;1966;21218;[30, 31, 32, 33];Hurdles in space broadcasting;Tchistiakov, Nicolaï I.;1966_020805_21218.txt;1966_020805_21218;2137
2128;2128;20805;1966;380059;[17, 18, 19, 20, 21, 22, 23];Global assault on the weather;Munteanu, Robert L. ;1966_020805_380059.txt;1966_020805_380059;2746
2129;2129;22703;1966;23752;[10, 11, 12, 16, 17, 18];Cultural tourism, the unexploited treasure of economic development;;1966_022703_23752.txt;1966_022703_23752;3222
2130;2130;22703;1966;24779;[13, 14, 15];Sparking tomorrow's tourist explosion, 1: Turkey;;1966_022703_24779.txt;1966_022703_24779;719
2131;2131;22703;1966;25694;[27, 28, 29, 30, 31, 32, 33];Sparking tomorrow's tourist explosion, 2: Peru;;1966_022703_25694.txt;1966_022703_25694;3207
2132;2132;22703;1966;26619;[34, 35, 36, 37, 38, 39, 40];Sparking tomorrow's tourist explosion, 3: Iran;;1966_022703_26619.txt;1966_022703_26619;3389
2133;2133;22703;1966;78221;[4, 5, 6, 7, 8, 9];1967: International Tourist Year;International Union of Official Travel Organizations;1966_022703_78221.txt;1966_022703_78221;2956
2134;2134;23681;1966;24556;[10, 11, 12, 13, 14, 15];Drought knows no frontiers;Ash, Gordon;1966_023681_24556.txt;1966_023681_24556;1829
2135;2135;23681;1966;25433;[16, 17, 18, 19, 20, 21, 22];Rice, mainstay of life for 1,100 million human beings;Baron, Stanley;1966_023681_25433.txt;1966_023681_25433;2852
2136;2136;23681;1966;26485;[23, 24];Education for a new agricultural revolution;;1966_023681_26485.txt;1966_023681_26485;1090
2137;2137;23681;1966;27246;[25];Calling all villagers;;1966_023681_27246.txt;1966_023681_27246;808
2138;2138;23681;1966;27618;[26, 27, 28, 29, 30];For freedom from hunger;;1966_023681_27618.txt;1966_023681_27618;3306
2139;2139;23681;1966;27678;[31];Satellites and computers may measure world's water;Behrman, Daniel;1966_023681_27678.txt;1966_023681_27678;760
2140;2140;23681;1966;78426;[4, 5, 6, 7, 8, 9];The Rains that did not come;;1966_023681_78426.txt;1966_023681_78426;2007
2141;2141;28352;1966;27981;[4];The Heart of the matter;Gagarin, Yuri|Schirra, Walter M.;1966_028352_27981.txt;1966_028352_27981;279
2142;2142;28352;1966;28994;[7, 8, 9, 10, 11, 12];It does not matter who reaches the moon first, what counts is the benefit to man';Blagonravov, Anatoly;1966_028352_28994.txt;1966_028352_28994;3686
2143;2143;28352;1966;29638;[12, 13, 14, 15, 16];Joint enterprises are now a going concern in the exciting field of space research';Frutkin, Arnold W.;1966_028352_29638.txt;1966_028352_29638;2514
2144;2144;28352;1966;29916;[17, 18, 35, 36, 37];Space flight and the rule of law;Pépin, Eugène;1966_028352_29916.txt;1966_028352_29916;2563
2145;2145;28352;1966;30325;[24, 25, 26];Europe's growing stake in space science;Auger, Pierre;1966_028352_30325.txt;1966_028352_30325;2129
2146;2146;28352;1966;30746;[27, 28, 29, 30];Why we are outward bound;Feoktistov, Konstantin;1966_028352_30746.txt;1966_028352_30746;2289
2147;2147;28352;1966;31599;[30, 31, 32, 34];Lunar international laboratory;Friedman, Bruno;1966_028352_31599.txt;1966_028352_31599;2191
2148;2148;28352;1966;380060;[5, 6];Man and space: a great international venture;Abdel-Ghani, A. H. ;1966_028352_380060.txt;1966_028352_380060;915
2149;2149;32667;1966;31776;[4, 5, 6, 7, 8, 9, 10];Ibn Khaldun, man of history;Bray, Barbara;1966_032667_31776.txt;1966_032667_31776;3790
2150;2150;32667;1966;31939;[11, 12, 13, 14, 15];"Cracks in a continent; probing mysteries of the earth's crust in the rift valleys of Africa";Baker, Brian H.;1966_032667_31939.txt;1966_032667_31939;2268
2151;2151;32667;1966;32972;[22, 23, 24, 25, 26, 27, 28, 29];Why 1101=13: new approaches to mathematics teaching;Picard, Nicole;1966_032667_32972.txt;1966_032667_32972;4189
2152;2152;32667;1966;32993;[30, 31];Fair play, simply a question of honesty': international trophies for sportsmanship;;1966_032667_32993.txt;1966_032667_32993;530
2153;2153;32667;1966;33070;[33];One day's expenditure on arms';;1966_032667_33070.txt;1966_032667_33070;540
2154;2154;32667;1966;380061;[16, 17, 18, 20, 21];Masterpieces from a lost kingdom;Negahban, Ezat O. ;1966_032667_380061.txt;1966_032667_380061;1635
2155;2155;33144;1966;1614;[14, 15, 16, 17, 18, 23];New outposts of science;Fedorov, Evgueni;1966_033144_1614.txt;1966_033144_1614;3029
2156;2156;33144;1966;2579;[24, 25, 26, 27, 28, 29];Two decades in the world of education;Elvin, Herbert Lionel;1966_033144_2579.txt;1966_033144_2579;2647
2157;2157;33144;1966;3728;[30, 31, 34, 35, 74];Two decades in the world of culture;Arciniegas, German;1966_033144_3728.txt;1966_033144_3728;2840
2158;2158;33144;1966;4362;[32, 33];History of mankind;;1966_033144_4362.txt;1966_033144_4362;655
2159;2159;33144;1966;4597;[36, 37, 38, 39];Two decades in the world of the mass media;Lindsay, Robert|Nixon, Raymond B.;1966_033144_4597.txt;1966_033144_4597;2564
2160;2160;33144;1966;5211;[40, 41, 42, 43, 44];Two decades in the world of social science;Myrdal, Alva;1966_033144_5211.txt;1966_033144_5211;2231
2161;2161;33144;1966;6357;[44, 45];"Military credits freed for knowledge; historic decision by Iran";;1966_033144_6357.txt;1966_033144_6357;373
2162;2162;33144;1966;6980;[46, 47, 48, 49];Peace begins in the minds of men;Maritain, Jacques|UNESCO. Director-General, 1962-1974 (Maheu, R.)|Huxley, Julian|Niebuhr, Reinhold|Montessori, Maria|Torres Bodet, Jaime|Evans, Luther H.|Veronese, Vittorino|Nehru, Jawaharlal|Sissakian, Norajr Martirosovich|El Fasi, Mohammed;1966_033144_6980.txt;1966_033144_6980;3381
2163;2163;33144;1966;7578;[50, 51];The Stamp of UNESCO;;1966_033144_7578.txt;1966_033144_7578;302
2164;2164;33144;1966;9008;[52, 53, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73];UNESCO in 50 questions;;1966_033144_9008.txt;1966_033144_9008;9570
2165;2165;33144;1966;9917;[54, 55, 56, 57, 58, 59];How youngsters see UNESCO;;1966_033144_9917.txt;1966_033144_9917;560
2166;2166;33144;1966;12008;[59, 60, 61];The New architecture of UNESCO;;1966_033144_12008.txt;1966_033144_12008;475
2167;2167;33144;1966;33223;[6, 7];Since wars begin in the minds of men, it is in the minds of men that the defences of peace must be constructed': Constitution of the United Nations Educational, Scientific and Cultural Organization;;1966_033144_33223.txt;1966_033144_33223;839
2168;2168;33144;1966;33279;[8, 9, 10, 11, 12, 13, 14];Two decades in the world of science;Calder, Ritchie;1966_033144_33279.txt;1966_033144_33279;4618
2169;2169;33144;1966;380062;[4, 5];UNESCO's 20 years;Maheu, René ;1966_033144_380062.txt;1966_033144_380062;1402
2170;2170;78362;1966;19225;[4, 5, 6, 7, 8];Europe's expanding nuclear research centre;Wilde, M.S.;1966_078362_19225.txt;1966_078362_19225;1785
2171;2171;78362;1966;19769;[10, 11, 14, 15];"Peru's coastal deserts; land of three great cultures";Meigs, Peveril;1966_078362_19769.txt;1966_078362_19769;2137
2172;2172;78362;1966;20802;[16, 17, 18, 19];For children only;;1966_078362_20802.txt;1966_078362_20802;562
2173;2173;78362;1966;20890;[20, 21, 22];The Amber routes of antiquity;Grzedzielski, Wladyslaw;1966_078362_20890.txt;1966_078362_20890;2020
2174;2174;78362;1966;21217;[23, 24];"The Transmigration of shoals; a new Mediterranean fishing problem";Behrman, Daniel;1966_078362_21217.txt;1966_078362_21217;1266
2175;2175;78362;1966;21776;[25, 26, 27, 28, 29];Ancient scripts from the heart of Africa;Olderogge, Dmitri A.;1966_078362_21776.txt;1966_078362_21776;3916
2176;2176;78362;1966;22635;[30, 31];Great men, great events;;1966_078362_22635.txt;1966_078362_22635;2163
2177;2177;14255;1967;15004;[5, 6, 7, 8, 9];Inquiry into a disarmed world;Vienna Centre;1967_014255_15004.txt;1967_014255_15004;1750
2178;2178;14255;1967;15422;[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 58, 59, 60, 61, 62, 63];Science and disarmament;Noel-Baker, Philip;1967_014255_15422.txt;1967_014255_15422;16332
2179;2179;14255;1967;16045;[22, 23, 24, 25, 26, 27];The Challenge of peace;Ardatovsky, Vadim;1967_014255_16045.txt;1967_014255_16045;2884
